player,nationality,position,squad,age,value,height,foot,league,games_17,minutes_17,shots_total_17,goal_kicks_17,goals_17,assists_17,cards_yellow_17,cards_red_17,passes_17,corner_kicks_17,throw_ins_17,tackles_17,blocks_17,interceptions_17,clearances_17,touches_17,dribbles_17,offsides_17,errors_17,fouls_17,fouled_17,games_18,minutes_18,shots_total_18,goal_kicks_18,goals_18,assists_18,cards_yellow_18,cards_red_18,passes_18,corner_kicks_18,throw_ins_18,tackles_18,blocks_18,interceptions_18,clearances_18,touches_18,dribbles_18,offsides_18,errors_18,fouls_18,fouled_18,games_19,minutes_19,shots_total_19,goal_kicks_19,goals_19,assists_19,cards_yellow_19,cards_red_19,passes_19,corner_kicks_19,throw_ins_19,tackles_19,blocks_19,interceptions_19,clearances_19,touches_19,dribbles_19,offsides_19,errors_19,fouls_19,fouled_19
Aleksandar Sedlar,rs SRB,DF,Mallorca,27,65000,180,,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,814,1,0,0,0,3,1,399,0,19,16,24,10,36,483,4,0,0,11,4
Aleksandar Trajkovski,mk MKD,"MF,DF",Mallorca,26,1000000,179,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,330,10,0,0,0,0,0,167,17,1,3,5,1,0,218,11,0,0,5,9
Aleksandr Golovin,ru RUS,MF,Monaco,23,20000000,180,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,30.0,2290.0,49.0,0.0,3.0,3.0,7.0,1.0,1139.0,18.0,4.0,39.0,34.0,15.0,6.0,1425.0,75.0,1.0,0.0,45.0,43.0,25,2061,38,0,3,4,6,1,1137,81,4,52,41,28,19,1410,76,2,0,33,35
Ales Mateju,cz CZE,DF,Brescia,23,1500000,185,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2548,6,0,0,1,10,1,1154,0,119,51,70,23,107,1437,19,1,4,47,29
Alessandro Bastoni,it ITA,DF,Inter,20,31000000,190,left,Serie A,4.0,91.0,1.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,9.0,3.0,1.0,1.0,4.0,99.0,2.0,0.0,0.0,2.0,5.0,24.0,1690.0,3.0,0.0,1.0,0.0,2.0,0.0,610.0,0.0,12.0,32.0,44.0,12.0,116.0,831.0,10.0,0.0,0.0,16.0,19.0,25,1921,8,0,2,0,9,1,1428,0,23,38,34,14,74,1623,15,0,0,37,28
Alessandro Deiola,it ITA,MF,Lecce,23,95000,190,right,Serie A,13.0,449.0,10.0,0.0,0.0,0.0,3.0,0.0,148.0,0.0,5.0,9.0,10.0,6.0,11.0,214.0,7.0,1.0,0.0,6.0,3.0,20.0,900.0,14.0,0.0,0.0,0.0,4.0,0.0,362.0,0.0,12.0,6.0,30.0,12.0,14.0,448.0,12.0,0.0,0.0,10.0,4.0,11,718,9,0,1,1,3,0,297,0,0,19,15,6,20,385,14,0,0,7,8
Alessandro Florenzi,it ITA,DF,Valencia,28,16000000,173,right,La Liga,32.0,2387.0,40.0,0.0,1.0,3.0,2.0,0.0,1772.0,14.0,222.0,37.0,46.0,24.0,43.0,2017.0,39.0,3.0,3.0,15.0,14.0,29.0,2180.0,35.0,0.0,3.0,2.0,5.0,1.0,1471.0,24.0,205.0,36.0,38.0,35.0,68.0,1703.0,33.0,3.0,1.0,15.0,24.0,26,1749,22,0,0,1,6,1,1152,0,140,28,39,17,46,1332,21,2,0,18,17
Alessandro Matri,it ITA,"FW,MF",Brescia,34,300,183,right,Serie A,23.0,914.0,29.0,0.0,3.0,0.0,1.0,0.0,198.0,0.0,0.0,4.0,5.0,2.0,5.0,323.0,18.0,13.0,0.0,6.0,17.0,19.0,603.0,14.0,0.0,2.0,0.0,3.0,0.0,159.0,1.0,0.0,2.0,3.0,4.0,5.0,236.0,8.0,10.0,0.0,6.0,5.0,8,89,6,0,0,0,1,1,29,0,3,0,1,0,1,50,5,3,0,1,1
Alessandro Murgia,it ITA,MF,SPAL,22,2000000,185,right,Serie A,16.0,777.0,11.0,0.0,0.0,0.0,3.0,1.0,382.0,1.0,6.0,19.0,20.0,9.0,11.0,502.0,8.0,1.0,0.0,14.0,24.0,16.0,2144.0,24.0,0.0,0.0,6.0,2.0,0.0,14.0,40.0,8.0,58.0,44.0,26.0,24.0,1308.0,22.0,2.0,0.0,32.0,60.0,25,1750,25,0,0,1,3,0,849,59,1,31,20,15,21,1009,17,2,0,23,22
Alessandro SchĂ¶pf,at AUT,MF,Schalke 04,25,4000000,178,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1432,14,0,0,1,3,0,678,1,8,31,24,15,9,869,50,1,0,20,18
Alessandro Semprini,it ITA,DF,Brescia,21,20000,183,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,629,2,0,1,0,2,0,356,0,73,10,20,3,16,424,7,0,0,4,6
Alessandro Tripaldelli,it ITA,DF,Sassuolo,20,45000,182,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,135,0,0,0,0,0,0,69,0,9,4,3,1,4,88,3,0,0,2,3
Alessio Cragno,it ITA,GK,Cagliari,25,16000000,184,right,Serie A,29.0,2536.0,0.0,237.0,0.0,0.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,0.0,1.0,1.0,3.0,38.0,3420.0,0.0,361.0,0.0,0.0,1.0,0.0,1252.0,0.0,1.0,0.0,1.0,0.0,0.0,1375.0,0.0,0.0,0.0,0.0,8.0,16,1440,0,157,0,0,1,0,475,0,0,0,0,0,1,528,0,0,0,0,1
Alessio Romagnoli,it ITA,DF,Milan,24,36000000,188,left,Serie A,28.0,2353.0,10.0,0.0,2.0,0.0,8.0,2.0,1502.0,0.0,26.0,26.0,37.0,21.0,119.0,1727.0,3.0,2.0,1.0,26.0,10.0,32.0,2847.0,11.0,0.0,2.0,0.0,6.0,1.0,1757.0,0.0,4.0,41.0,64.0,24.0,181.0,2086.0,4.0,4.0,1.0,23.0,14.0,35,3091,14,0,1,0,4,0,1964,0,9,36,54,39,176,2284,6,1,0,42,22
Alex Ferrari,it ITA,DF,Sampdoria,25,2000000,191,right,Serie A,25.0,2136.0,9.0,0.0,1.0,0.0,5.0,0.0,1039.0,0.0,143.0,77.0,58.0,30.0,101.0,1351.0,33.0,0.0,1.0,16.0,26.0,6.0,540.0,0.0,0.0,0.0,0.0,2.0,0.0,327.0,0.0,5.0,16.0,10.0,5.0,29.0,390.0,3.0,0.0,0.0,3.0,4.0,12,1005,4,0,0,0,4,0,425,0,5,17,22,17,52,548,9,0,0,16,13
Alex Iwobi,ng NGA,"MF,FW",Everton,23,25000000,183,right,Premier League,26.0,1830.0,45.0,0.0,3.0,5.0,1.0,0.0,1152.0,1.0,4.0,20.0,24.0,10.0,9.0,1365.0,48.0,1.0,0.0,11.0,12.0,35.0,1970.0,35.0,0.0,3.0,6.0,0.0,0.0,1031.0,1.0,15.0,23.0,27.0,13.0,4.0,1302.0,93.0,2.0,0.0,8.0,13.0,25,1596,23,0,1,0,0,0,614,1,3,27,20,10,13,787,40,0,1,12,4
Alex McCarthy,eng ENG,GK,Southampton,29,4000000,193,right,Premier League,18.0,1620.0,0.0,110.0,0.0,0.0,2.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.0,437.0,0.0,0.0,0.0,0.0,1.0,25.0,2250.0,0.0,177.0,0.0,0.0,1.0,0.0,637.0,0.0,0.0,0.0,0.0,0.0,0.0,716.0,1.0,0.0,1.0,0.0,3.0,28,2520,0,177,0,0,0,0,815,0,0,0,0,0,0,896,2,0,2,1,3
Alex Meret,it ITA,GK,Napoli,22,28000000,190,left,Serie A,13.0,1158.0,0.0,107.0,0.0,0.0,0.0,0.0,357.0,0.0,0.0,0.0,0.0,0.0,0.0,415.0,0.0,0.0,0.0,1.0,0.0,14.0,1151.0,0.0,101.0,0.0,0.0,0.0,1.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,2.0,4.0,22,1951,0,137,0,0,0,0,601,0,0,0,1,0,1,638,0,0,0,0,3
Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,25,28000000,175,right,Premier League,35.0,1734.0,48.0,0.0,3.0,7.0,3.0,0.0,940.0,30.0,19.0,29.0,54.0,22.0,13.0,1209.0,66.0,3.0,0.0,15.0,10.0,2.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,2.0,0.0,0.0,19.0,1.0,0.0,0.0,0.0,1.0,30,1485,40,0,4,1,1,0,748,0,6,23,27,13,7,966,54,2,0,17,14
Alex Sandro,br BRA,DF,Juventus,28,35000000,181,left,Serie A,26.0,2117.0,21.0,0.0,4.0,3.0,8.0,0.0,1680.0,0.0,176.0,61.0,30.0,18.0,37.0,1950.0,62.0,5.0,0.0,47.0,30.0,31.0,2387.0,21.0,0.0,1.0,2.0,7.0,0.0,1911.0,0.0,183.0,62.0,53.0,28.0,53.0,2228.0,61.0,2.0,0.0,49.0,50.0,29,2385,17,0,1,3,4,0,1973,1,216,42,49,33,57,2244,46,0,2,42,45
Alexander Djiku,gh GHA,"DF,MF",Strasbourg,24,6000000,182,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2064,20,0,1,1,6,0,1198,0,5,65,30,38,138,1503,17,0,1,37,23
Alexander Esswein,de GER,"FW,MF",Hertha BSC,29,80000,182,right,Bundesliga,16.0,617.0,10.0,0.0,2.0,1.0,0.0,0.0,228.0,0.0,2.0,19.0,7.0,7.0,8.0,307.0,4.0,7.0,0.0,15.0,13.0,17.0,1251.0,27.0,0.0,0.0,0.0,3.0,0.0,450.0,10.0,9.0,23.0,21.0,10.0,12.0,624.0,25.0,10.0,0.0,18.0,17.0,7,213,2,0,0,0,1,0,93,0,5,8,9,1,8,129,3,0,2,5,6
Alexander Hack,de GER,DF,Mainz 05,25,1000000,193,left,Bundesliga,15.0,1287.0,13.0,0.0,1.0,0.0,2.0,0.0,612.0,0.0,1.0,47.0,37.0,14.0,130.0,864.0,5.0,1.0,0.0,10.0,19.0,14.0,1020.0,8.0,0.0,1.0,1.0,1.0,0.0,565.0,0.0,3.0,21.0,27.0,27.0,77.0,722.0,8.0,0.0,2.0,13.0,8.0,14,805,7,0,0,0,2,0,412,0,2,28,35,18,85,591,6,0,2,12,12
Alexander Isak,se SWE,FW,Real Sociedad,19,22000000,190,right,La Liga,5.0,119.0,5.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,1.0,0.0,0.0,0.0,43.0,3.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,37,1507,44,0,9,1,3,0,304,1,0,9,10,3,6,497,42,14,0,22,15
Alexander NĂĽbel,de GER,GK,Schalke 04,22,9000000,193,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,2315,0,207,0,0,1,1,1009,0,0,0,0,0,2,1078,0,0,3,1,5
Alexander Schwolow,de GER,GK,Freiburg,27,7000000,190,right,Bundesliga,33.0,2906.0,1.0,288.0,0.0,0.0,0.0,0.0,1310.0,0.0,0.0,0.0,1.0,0.0,3.0,1402.0,0.0,0.0,2.0,0.0,1.0,33.0,2970.0,0.0,327.0,0.0,1.0,1.0,0.0,1268.0,0.0,0.0,0.0,1.0,0.0,3.0,1367.0,0.0,0.0,2.0,0.0,2.0,24,2091,0,249,0,0,0,0,979,0,0,0,2,0,1,1058,0,0,1,0,3
Alexander Tettey,no NOR,"MF,DF",Norwich City,33,1000000,181,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2338,23,0,1,1,5,0,1242,1,1,31,40,26,85,1494,24,0,0,21,7
Alexandre Lacazette,fr FRA,FW,Arsenal,28,48000000,176,right,Premier League,32.0,2202.0,67.0,0.0,14.0,4.0,1.0,0.0,704.0,0.0,0.0,25.0,24.0,8.0,2.0,990.0,47.0,24.0,0.0,28.0,28.0,35.0,2502.0,81.0,0.0,13.0,8.0,2.0,0.0,797.0,0.0,3.0,35.0,30.0,11.0,22.0,1168.0,72.0,24.0,0.0,51.0,54.0,30,1874,53,0,10,4,8,0,499,0,0,23,13,10,14,786,46,13,0,43,45
Alexandre Mendy,gw GNB,"FW,MF",Brest,25,1000000,184,right,Ligue 1,16.0,799.0,31.0,0.0,4.0,0.0,2.0,0.0,161.0,0.0,0.0,5.0,5.0,2.0,4.0,254.0,11.0,15.0,0.0,15.0,7.0,16.0,767.0,23.0,0.0,3.0,0.0,2.0,0.0,124.0,0.0,0.0,4.0,2.0,2.0,7.0,220.0,8.0,10.0,0.0,14.0,9.0,20,899,29,0,3,1,3,0,161,0,0,4,6,0,9,266,11,3,0,22,11
Alexandre Oukidja,dz ALG,GK,Metz,31,1000000,184,right,Ligue 1,17.0,1457.0,0.0,102.0,0.0,0.0,1.0,0.0,401.0,0.0,0.0,0.0,1.0,0.0,2.0,481.0,0.0,0.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,27,2384,0,209,0,0,3,0,887,0,0,0,0,0,2,966,2,0,1,1,8
Alexandru Maxim,ro ROU,MF,Mainz 05,29,1000000,177,right,Bundesliga,22.0,957.0,28.0,0.0,2.0,2.0,4.0,0.0,469.0,48.0,9.0,15.0,19.0,3.0,6.0,631.0,28.0,1.0,0.0,19.0,16.0,22.0,579.0,16.0,0.0,1.0,0.0,3.0,0.0,378.0,23.0,4.0,17.0,10.0,3.0,10.0,483.0,21.0,3.0,0.0,9.0,7.0,5,117,3,0,0,0,1,0,78,10,3,3,4,0,0,101,8,0,0,3,0
Alexis Blin,fr FRA,MF,Amiens,22,4000000,184,right,Ligue 1,26.0,1886.0,14.0,0.0,1.0,3.0,5.0,0.0,753.0,0.0,4.0,40.0,35.0,32.0,28.0,958.0,9.0,0.0,0.0,29.0,39.0,27.0,1990.0,6.0,0.0,1.0,1.0,4.0,0.0,928.0,0.0,2.0,74.0,47.0,23.0,56.0,1180.0,11.0,1.0,0.0,29.0,31.0,24,1841,2,0,0,1,4,0,1040,5,2,56,36,18,65,1240,16,1,1,32,27
Alexis Claude-Maurice,fr FRA,"MF,FW",Nice,21,8000000,174,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1629,38,0,1,1,2,0,600,12,8,30,22,12,7,882,72,1,0,13,44
Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,11000000,174,right,Premier League,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,352,7,0,0,0,0,0,130,17,0,9,14,2,1,183,6,1,0,4,4
Alexis Saelemaekers,be BEL,"FW,MF",Milan,20,6000000,180,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,684,9,0,1,0,4,1,340,6,22,14,12,9,2,419,10,0,0,14,8
Alexis SĂˇnchez,cl CHI,FW,Inter,30,16000000,168,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,923,21,0,4,8,4,1,410,29,0,9,9,4,2,542,36,9,0,19,33
Alfonso Pedraza,es ESP,DF,Betis,23,9000000,184,left,La Liga,33.0,2440.0,42.0,0.0,3.0,5.0,5.0,0.0,734.0,1.0,38.0,43.0,47.0,26.0,11.0,1055.0,86.0,6.0,0.0,45.0,23.0,34.0,2095.0,34.0,0.0,3.0,3.0,3.0,0.0,992.0,0.0,164.0,65.0,57.0,20.0,51.0,1299.0,67.0,7.0,0.0,42.0,12.0,21,1349,15,0,1,0,3,0,770,0,122,33,38,10,37,971,34,2,2,18,22
Alfred Duncan,gh GHA,MF,Sassuolo,26,13000000,178,left,Serie A,26.0,1947.0,41.0,0.0,0.0,2.0,4.0,0.0,788.0,13.0,11.0,39.0,43.0,18.0,25.0,1083.0,59.0,4.0,1.0,38.0,18.0,26.0,1848.0,25.0,0.0,4.0,4.0,7.0,1.0,863.0,1.0,10.0,31.0,20.0,14.0,23.0,1063.0,48.0,3.0,0.0,38.0,23.0,26,1730,30,0,2,6,5,0,880,3,9,31,20,11,30,1113,71,0,0,26,23
Alfred Gomis,sn SEN,GK,Dijon,25,2000000,196,right,Ligue 1,26.0,2261.0,0.0,206.0,0.0,0.0,0.0,0.0,763.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,0.0,0.0,0.0,2.0,2.0,20.0,1724.0,0.0,146.0,0.0,0.0,0.0,0.0,682.0,1.0,0.0,0.0,0.0,0.0,0.0,724.0,0.0,0.0,1.0,1.0,3.0,19,1619,0,168,0,0,0,0,731,0,0,0,1,0,1,786,1,0,1,0,2
Alfredo Donnarumma,it ITA,FW,Brescia,28,4000000,180,right,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,1684,38,0,7,2,1,0,445,0,3,13,10,6,2,613,26,11,0,18,33
Alfredo Morales,us USA,MF,DĂĽsseldorf,29,2000000,183,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,23.0,1532.0,19.0,0.0,1.0,1.0,6.0,0.0,657.0,0.0,3.0,30.0,27.0,19.0,42.0,830.0,8.0,1.0,1.0,43.0,16.0,27,1730,21,0,1,2,6,0,591,0,2,35,40,17,46,835,34,2,0,28,29
AlfreĂ° Finnbogason,is ISL,FW,Augsburg,30,2500000,184,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,966,18,0,3,1,1,0,242,0,5,10,12,4,6,352,11,6,0,14,10
Alireza Jahanbakhsh,ir IRN,"FW,MF",Brighton,25,6000000,180,right,Premier League,,,,,,,,,,,,,,,,,,,,,,19.0,1020.0,22.0,0.0,0.0,0.0,2.0,0.0,306.0,6.0,4.0,39.0,12.0,8.0,7.0,480.0,40.0,6.0,0.0,19.0,8.0,10,311,11,0,2,0,0,0,140,1,3,7,5,0,4,194,13,1,0,2,7
Alisson,br BRA,GK,Liverpool,26,72000000,191,right,Premier League,37.0,3330.0,0.0,181.0,0.0,0.0,1.0,0.0,1175.0,0.0,1.0,0.0,0.0,0.0,1.0,1326.0,6.0,0.0,2.0,0.0,3.0,38.0,3420.0,0.0,208.0,0.0,0.0,1.0,0.0,1262.0,0.0,0.0,0.0,0.0,0.0,0.0,1341.0,1.0,0.0,4.0,0.0,1.0,29,2543,0,170,0,1,0,1,925,0,0,0,0,1,2,984,0,0,1,1,1
Allan,br BRA,MF,Napoli,28,25000000,175,right,Serie A,38.0,2850.0,37.0,0.0,4.0,5.0,2.0,0.0,1821.0,4.0,15.0,111.0,55.0,19.0,14.0,2239.0,121.0,0.0,0.0,38.0,48.0,37.0,352.0,4.0,0.0,0.0,0.0,2.0,0.0,4470.0,0.0,0.0,8.0,12.0,0.0,0.0,170.0,4.0,0.0,0.0,10.0,10.0,23,1280,12,0,2,1,3,0,829,0,16,55,26,5,16,994,29,0,0,30,24
Allan Nyom,cm CMR,"DF,MF",Getafe,31,3000000,189,right,La Liga,29.0,2310.0,3.0,0.0,0.0,1.0,7.0,0.0,1074.0,1.0,218.0,57.0,36.0,34.0,57.0,1316.0,30.0,0.0,2.0,20.0,20.0,23.0,1708.0,5.0,0.0,1.0,1.0,7.0,1.0,638.0,0.0,87.0,39.0,25.0,21.0,43.0,809.0,23.0,4.0,0.0,34.0,20.0,34,2422,13,0,2,0,13,2,922,0,230,49,38,15,82,1170,28,3,0,62,23
Allan Saint-Maximin,fr FRA,"MF,FW",Newcastle Utd,22,20000000,173,right,Premier League,31.0,2269.0,39.0,0.0,3.0,5.0,1.0,0.0,909.0,3.0,3.0,16.0,22.0,21.0,3.0,1246.0,143.0,6.0,0.0,9.0,40.0,34.0,2900.0,73.0,0.0,5.0,3.0,2.0,0.0,969.0,12.0,15.0,11.0,15.0,5.0,3.0,1466.0,259.0,8.0,0.0,12.0,68.0,26,1863,46,0,3,4,0,0,490,0,6,17,21,6,6,794,150,3,0,18,48
Almamy TourĂ©,ml MLI,DF,Eint Frankfurt,23,6000000,183,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,1491,14,0,1,3,2,0,704,0,86,35,35,12,65,895,26,0,0,18,6
Alphonse Areola,fr FRA,GK,Real Madrid,26,13000000,195,right,La Liga,34.0,3060.0,0.0,80.0,0.0,0.0,0.0,0.0,584.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0,0.0,0.0,2.0,0.0,2.0,21.0,1890.0,0.0,134.0,0.0,0.0,1.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,546.0,0.0,0.0,0.0,0.0,2.0,7,630,0,20,0,0,1,0,193,0,0,0,0,0,0,202,0,0,0,1,1
Alphonso Davies,ca CAN,DF,Bayern Munich,18,45000000,183,left,Bundesliga,,,,,,,,,,,,,,,,,,,,,,6.0,80.0,2.0,0.0,1.0,0.0,1.0,0.0,36.0,0.0,1.0,2.0,1.0,1.0,0.0,51.0,7.0,0.0,0.0,1.0,0.0,29,2234,12,0,3,5,4,1,1834,0,243,78,56,24,54,2213,145,7,0,25,34
Amad TraorĂ©,ci CIV,FW,Atalanta,17,12000000,173,left,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,27,1,0,1,0,0,0,19,1,0,1,0,0,0,23,2,1,0,1,0
Amadou Diawara,gn GUI,MF,Roma,22,18000000,183,right,Serie A,18.0,655.0,6.0,0.0,1.0,0.0,1.0,0.0,732.0,2.0,0.0,14.0,10.0,8.0,4.0,797.0,4.0,0.0,0.0,10.0,6.0,13.0,661.0,9.0,0.0,0.0,0.0,4.0,0.0,548.0,0.0,0.0,13.0,7.0,9.0,5.0,596.0,9.0,0.0,0.0,15.0,2.0,22,1518,9,0,1,1,4,0,996,0,1,48,23,18,19,1111,10,0,3,28,18
Amadou Haidara,ml MLI,MF,RB Leipzig,21,15000000,175,right,Bundesliga,,,,,,,,,,,,,,,,,,,,,,9.0,378.0,11.0,0.0,1.0,0.0,1.0,0.0,195.0,1.0,1.0,13.0,9.0,6.0,7.0,262.0,15.0,1.0,0.0,10.0,5.0,19,756,18,0,0,1,1,0,558,0,4,32,18,5,8,680,26,1,1,18,4
Amath,sn SEN,MF,Getafe,23,2000000,173,right,La Liga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,66,0,0,0,0,0,0,17,1,0,2,1,1,1,36,8,0,0,3,4
Ambroise Oyongo,cm CMR,DF,Montpellier,28,2000000,176,left,Ligue 1,3.0,201.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,17.0,1.0,6.0,2.0,1.0,123.0,4.0,0.0,0.0,1.0,3.0,26.0,2136.0,12.0,0.0,2.0,0.0,5.0,0.0,1108.0,1.0,269.0,36.0,68.0,21.0,41.0,1387.0,56.0,0.0,0.0,25.0,24.0,21,1821,10,0,0,0,3,0,897,0,188,20,38,7,47,1095,50,2,0,14,22
Amin Younes,de GER,"FW,MF",Napoli,25,6000000,168,right,Serie A,,,,,,,,,,,,,,,,,,,,,,12.0,498.0,13.0,0.0,3.0,2.0,1.0,0.0,322.0,0.0,4.0,15.0,6.0,1.0,0.0,405.0,35.0,2.0,0.0,15.0,15.0,9,176,7,0,1,0,1,0,111,0,1,4,2,0,1,143,8,0,0,4,5
Amine Adli,fr FRA,"MF,FW",Toulouse,19,30000,174,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,46,0,0,0,0,1,0,27,3,1,0,0,1,0,33,4,0,0,2,0
Amine Gouiri,fr FRA,FW,Lyon,19,4000000,180,right,Ligue 1,7.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,2.0,1.0,0.0,35.0,4.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Amine Harit,ma MAR,"MF,FW",Schalke 04,22,24000000,180,right,Bundesliga,31.0,2043.0,25.0,0.0,3.0,3.0,3.0,0.0,769.0,0.0,3.0,28.0,29.0,17.0,4.0,1117.0,103.0,8.0,0.0,19.0,94.0,18.0,1082.0,13.0,0.0,1.0,1.0,1.0,0.0,445.0,0.0,6.0,14.0,13.0,12.0,2.0,605.0,52.0,2.0,0.0,11.0,50.0,25,2102,27,0,6,4,3,0,909,9,12,16,17,13,6,1213,90,7,0,19,69
Amir Abrashi,al ALB,MF,Freiburg,29,1000000,172,right,Bundesliga,12.0,850.0,5.0,0.0,0.0,0.0,2.0,0.0,335.0,0.0,1.0,37.0,20.0,11.0,19.0,471.0,11.0,0.0,2.0,20.0,27.0,10.0,790.0,7.0,0.0,0.0,0.0,5.0,0.0,384.0,0.0,2.0,19.0,11.0,12.0,10.0,463.0,7.0,0.0,0.0,19.0,16.0,13,663,5,0,0,0,3,0,342,0,1,23,19,8,15,438,10,0,1,17,12
Amir Rrahmani,xk KVX,DF,Hellas Verona,25,9000000,192,both,Serie A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3228,43,0,0,1,5,0,1516,0,44,63,76,25,201,1941,23,1,2,50,17
Anaitz Arbilla,es ESP,DF,Eibar,32,1000000,178,right,La Liga,29.0,2416.0,17.0,0.0,2.0,1.0,8.0,0.0,1583.0,2.0,32.0,28.0,40.0,51.0,61.0,1785.0,25.0,0.0,1.0,25.0,12.0,25.0,1950.0,19.0,0.0,1.0,2.0,6.0,1.0,1094.0,0.0,22.0,31.0,26.0,28.0,146.0,1357.0,7.0,0.0,5.0,14.0,5.0,24,2007,14,0,1,0,5,0,1169,1,95,33,38,15,136,1412,6,0,2,22,12
Anastasios Donis,gr GRE,"FW,MF",Reims,22,2000000,178,right,Ligue 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,609,15,0,0,0,1,0,133,2,4,5,3,0,4,205,35,5,0,17,8
Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,17,9000000,178,right,La Liga,,,,,,,,,,,,,,,,,,,,,,9.0,399.0,5.0,0.0,1.0,0.0,0.0,0.0,115.0,0.0,0.0,8.0,11.0,2.0,3.0,177.0,28.0,3.0,0.0,12.0,6.0,17,442,15,0,0,0,1,0,191,0,8,11,5,0,5,280,45,1,0,14,5
Ander Capa,es ESP,DF,Athletic Club,27,6000000,175,right,La Liga,33.0,2256.0,6.0,0.0,0.0,1.0,4.0,0.0,1469.0,1.0,281.0,42.0,43.0,30.0,26.0,1704.0,45.0,6.0,0.0,32.0,12.0,25.0,1642.0,9.0,0.0,0.0,0.0,9.0,0.0,919.0,2.0,192.0,42.0,30.0,19.0,61.0,1156.0,47.0,8.0,0.0,44.0,16.0,35,2872,17,0,3,4,10,0,1598,2,373,58,56,20,99,1951,76,6,0,46,15
Ander Guevara,es ESP,MF,Real Sociedad,22,6000000,180,right,La Liga,,,,,,,,,,,,,,,,,,,,,,1.0,90.0,3.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,5.0,2.0,0.0,0.0,55.0,2.0,0.0,0.0,2.0,1.0,14,939,3,0,0,0,4,0,680,3,1,30,13,7,28,790,12,0,0,27,5
